"V1" "V2" "V3" "V4" "V5" "V6"
"1503" "img/2653000_1255000_2653500_1255500.tiff" 630 2200 730 2300 "school"
"1504" "img/2653000_1255000_2653500_1255500.tiff" 720 2150 850 2280 "school"
"1505" "img/2653000_1255000_2653500_1255500.tiff" 880 2080 1030 2210 "school"
"1506" "img/2653000_1255000_2653500_1255500.tiff" 1000 1910 1140 2130 "school"
"1546" "img/2715000_1095000_2715500_1095500.tiff" 0 2940 150 3190 "school"
"1547" "img/2715000_1095000_2715500_1095500.tiff" 510 2730 680 2950 "school"
"1548" "img/2715000_1095000_2715500_1095500.tiff" 0 2680 290 2940 "school"
"1549" "img/2715000_1095000_2715500_1095500.tiff" 30 2540 290 2690 "school"
"1588" "img/2565500_1207000_2566000_1207500.tiff" 2600 4540 3960 5000 "school"
"1589" "img/2565500_1207000_2566000_1207500.tiff" 4050 990 4380 1640 "school"
"1590" "img/2565500_1207000_2566000_1207500.tiff" 3860 60 4020 200 "school"
"1591" "img/2565500_1207000_2566000_1207500.tiff" 4070 20 4160 100 "school"
"1592" "img/2758500_1239000_2759000_1239500.tiff" 3010 500 3450 890 "graveyard"
"1593" "img/2758500_1239000_2759000_1239500.tiff" 2890 60 3240 390 "graveyard"
"1602" "img/2667000_1261500_2667500_1262000.tiff" 2700 1350 3010 1670 "graveyard"
"1611" "img/2729500_1129000_2730000_1129500.tiff" 1570 910 1670 1150 "graveyard"
"1637" "img/2714000_1262000_2714500_1262500.tiff" 1240 2280 2070 3490 "graveyard"
"1638" "img/2714000_1262000_2714500_1262500.tiff" 2330 20 2680 120 "graveyard"
"1641" "img/2699000_1149500_2699500_1150000.tiff" 3560 850 3870 1340 "graveyard"
"1642" "img/2551500_1197000_2552000_1197500.tiff" 3840 250 4510 920 "graveyard"
"1669" "img/2597500_1191000_2598000_1191500.tiff" 80 30 430 180 "graveyard"
"1670" "img/2519500_1151000_2520000_1151500.tiff" 450 530 1030 1140 "graveyard"
"1679" "img/2653500_1230000_2654000_1230500.tiff" 2600 3650 4550 5000 "school"
"1713" "img/2674000_1234500_2674500_1235000.tiff" 4540 80 4940 570 "school"
"1722" "img/2495500_1112000_2496000_1112500.tiff" 1160 2060 1680 2560 "graveyard"
"1723" "img/2495500_1112000_2496000_1112500.tiff" 4140 1330 4880 2470 "graveyard"
"1724" "img/2495500_1112000_2496000_1112500.tiff" 3290 570 4590 1880 "graveyard"
"1725" "img/2495500_1112000_2496000_1112500.tiff" 4720 960 4920 1160 "graveyard"
"1726" "img/2495500_1112000_2496000_1112500.tiff" 4160 160 4890 1190 "graveyard"
"1727" "img/2495500_1112000_2496000_1112500.tiff" 970 90 1800 620 "graveyard"
"1730" "img/2604500_1243500_2605000_1244000.tiff" 510 4630 1070 5000 "graveyard"
"1736" "img/2623000_1171500_2623500_1172000.tiff" 50 2960 730 3270 "school"
"1737" "img/2609000_1222000_2609500_1222500.tiff" 2920 3770 3910 5000 "school"
"1743" "img/2576000_1177000_2576500_1177500.tiff" 0 1800 130 2250 "school"
"1744" "img/2576000_1177000_2576500_1177500.tiff" 3420 370 3870 2790 "school"
"1755" "img/2627500_1255500_2628000_1256000.tiff" 320 2100 860 2790 "graveyard"
"1756" "img/2720000_1081500_2720500_1082000.tiff" 150 4840 760 5000 "graveyard"
"1768" "img/2674500_1252500_2675000_1253000.tiff" 1530 4470 2720 5000 "school"
"1769" "img/2674500_1252500_2675000_1253000.tiff" 1650 4640 2300 4930 "school"
"1770" "img/2674500_1252500_2675000_1253000.tiff" 1600 4480 2570 4590 "school"
"1771" "img/2669500_1218000_2670000_1218500.tiff" 4710 3490 4960 3850 "graveyard"
"1777" "img/2691000_1285000_2691500_1285500.tiff" 0 3460 4020 5000 "graveyard"
"1783" "img/2667000_1263500_2667500_1264000.tiff" 4410 4900 4610 5000 "school"
"1784" "img/2667000_1263500_2667500_1264000.tiff" 3890 4690 4300 5000 "school"
"1785" "img/2667000_1263500_2667500_1264000.tiff" 4190 4580 4440 4890 "school"
"1786" "img/2667000_1263500_2667500_1264000.tiff" 4310 4490 4750 4970 "school"
"1787" "img/2667000_1263500_2667500_1264000.tiff" 4330 4470 4590 4670 "school"
"1788" "img/2667000_1263500_2667500_1264000.tiff" 1850 3140 2210 3480 "school"
"1789" "img/2667000_1263500_2667500_1264000.tiff" 1410 3060 1750 3380 "school"
"1790" "img/2667000_1263500_2667500_1264000.tiff" 430 4400 1100 5000 "school"
"1798" "img/2612000_1270000_2612500_1270500.tiff" 4820 4950 4940 5000 "school"
"1799" "img/2612000_1270000_2612500_1270500.tiff" 0 1530 2090 4180 "school"
"1802" "img/2596500_1208000_2597000_1208500.tiff" 1760 4550 1930 4740 "school"
"1803" "img/2712500_1264500_2713000_1265000.tiff" 0 4700 390 5000 "school"
"1804" "img/2712500_1264500_2713000_1265000.tiff" 0 4780 210 5000 "school"
"1811" "img/2612500_1268000_2613000_1268500.tiff" 2630 4300 3100 4740 "school"
"1812" "img/2612500_1268000_2613000_1268500.tiff" 2370 3990 2950 4510 "school"
"1813" "img/2612500_1268000_2613000_1268500.tiff" 0 3160 1610 4940 "school"
"1814" "img/2612500_1268000_2613000_1268500.tiff" 940 2090 2850 4610 "school"
"1815" "img/2612500_1268000_2613000_1268500.tiff" 200 2430 1640 3800 "school"
"1823" "img/2694000_1271000_2694500_1271500.tiff" 2810 3720 3140 4060 "school"
"1824" "img/2694000_1271000_2694500_1271500.tiff" 3000 3730 3160 3980 "school"
"1828" "img/2608000_1213000_2608500_1213500.tiff" 2920 90 3790 650 "school"
"1829" "img/2608000_1213000_2608500_1213500.tiff" 2940 10 3080 80 "school"
"1833" "img/2738000_1253000_2738500_1253500.tiff" 3360 4270 3800 4640 "school"
"1834" "img/2738000_1253000_2738500_1253500.tiff" 4260 3810 4720 4240 "school"
"1835" "img/2738000_1253000_2738500_1253500.tiff" 3030 3690 3480 4320 "school"
"1839" "img/2601000_1194500_2601500_1195000.tiff" 100 1900 730 2460 "graveyard"
"1852" "img/2556500_1155000_2557000_1155500.tiff" 1820 690 2260 1130 "graveyard"
"1854" "img/2718500_1081000_2719000_1081500.tiff" 2440 4310 3160 4780 "school"
"1855" "img/2718500_1081000_2719000_1081500.tiff" 2890 3460 3270 3730 "school"
"1856" "img/2718500_1081000_2719000_1081500.tiff" 2730 2430 3810 3440 "school"
"1857" "img/2718500_1081000_2719000_1081500.tiff" 3480 2630 3750 2960 "school"
"1858" "img/2718500_1081000_2719000_1081500.tiff" 3070 2470 3570 2900 "school"
"1862" "img/2691500_1186000_2692000_1186500.tiff" 4290 1920 4900 2470 "graveyard"
"1863" "img/2594500_1209500_2595000_1210000.tiff" 3880 1280 4850 1920 "graveyard"
"1864" "img/2594500_1209500_2595000_1210000.tiff" 3910 860 4850 1930 "graveyard"
"1870" "img/2760000_1190000_2760500_1190500.tiff" 2110 3700 3020 4870 "graveyard"
"1871" "img/2760000_1190000_2760500_1190500.tiff" 2140 1830 2830 2530 "graveyard"
"1872" "img/2760000_1190000_2760500_1190500.tiff" 1510 1240 2460 2180 "graveyard"
"1873" "img/2760000_1190000_2760500_1190500.tiff" 560 760 1410 1550 "graveyard"
"1874" "img/2760000_1190000_2760500_1190500.tiff" 470 850 680 1070 "graveyard"
"1875" "img/2760000_1190000_2760500_1190500.tiff" 270 580 680 980 "graveyard"
"1876" "img/2760000_1190000_2760500_1190500.tiff" 650 550 1100 950 "graveyard"
"1886" "img/2569000_1149500_2569500_1150000.tiff" 310 4410 570 4670 "graveyard"
"1906" "img/2596000_1198000_2596500_1198500.tiff" 4050 50 4870 360 "school"
"1907" "img/2596000_1198000_2596500_1198500.tiff" 640 2390 800 2530 "school"
"1908" "img/2596000_1198000_2596500_1198500.tiff" 1660 1340 1880 1590 "school"
"1909" "img/2596000_1198000_2596500_1198500.tiff" 1490 410 1740 670 "school"
"1910" "img/2596000_1198000_2596500_1198500.tiff" 1830 180 2290 580 "school"
"1911" "img/2596000_1198000_2596500_1198500.tiff" 4630 30 4950 170 "school"
"1938" "img/2618500_1231000_2619000_1231500.tiff" 0 4310 420 4820 "school"
"1939" "img/2695000_1229000_2695500_1229500.tiff" 2760 320 4490 2430 "school"
"1940" "img/2695000_1229000_2695500_1229500.tiff" 4920 1000 4980 1150 "school"
"1941" "img/2695000_1229000_2695500_1229500.tiff" 3610 210 4120 740 "school"
"1942" "img/2695000_1229000_2695500_1229500.tiff" 3810 110 4440 820 "school"
"1943" "img/2695000_1229000_2695500_1229500.tiff" 3920 40 4310 240 "school"
"1944" "img/2629000_1140500_2629500_1141000.tiff" 680 310 1020 560 "graveyard"
"1997" "img/2558000_1146000_2558500_1146500.tiff" 1660 2310 2440 3020 "graveyard"
"1998" "img/2558000_1146000_2558500_1146500.tiff" 2730 2240 3260 2880 "graveyard"
"1999" "img/2558000_1146000_2558500_1146500.tiff" 0 870 1230 2030 "graveyard"
"2000" "img/2558000_1146000_2558500_1146500.tiff" 0 390 170 570 "graveyard"
"2001" "img/2558000_1146000_2558500_1146500.tiff" 0 300 430 690 "graveyard"
"2002" "img/2558000_1146000_2558500_1146500.tiff" 0 40 330 280 "graveyard"
"2009" "img/2578500_1183000_2579000_1183500.tiff" 0 4840 40 5000 "school"
"2010" "img/2578500_1183000_2579000_1183500.tiff" 0 4950 40 5000 "school"
"2011" "img/2578500_1183000_2579000_1183500.tiff" 150 310 400 590 "school"
"2012" "img/2578500_1183000_2579000_1183500.tiff" 500 60 1300 430 "school"
"2025" "img/2665500_1208000_2666000_1208500.tiff" 80 2510 380 2900 "school"
"2026" "img/2665500_1208000_2666000_1208500.tiff" 0 2300 1140 3140 "school"
"2027" "img/2665500_1208000_2666000_1208500.tiff" 1300 1670 1460 1820 "school"
"2028" "img/2693500_1230500_2694000_1231000.tiff" 0 4620 110 5000 "school"
"2029" "img/2693500_1230500_2694000_1231000.tiff" 260 2530 2070 4920 "school"
"2030" "img/2693500_1230500_2694000_1231000.tiff" 2480 180 2710 390 "school"
"2042" "img/2657500_1213500_2658000_1214000.tiff" 730 4630 1220 5000 "graveyard"
"2043" "img/2657500_1213500_2658000_1214000.tiff" 3280 4350 3650 4550 "graveyard"
"2048" "img/2745500_1269000_2746000_1269500.tiff" 2130 4880 2460 5000 "graveyard"
"2049" "img/2745500_1269000_2746000_1269500.tiff" 4950 4680 4990 4960 "graveyard"
"2050" "img/2745500_1269000_2746000_1269500.tiff" 0 2720 1800 3970 "graveyard"
"2051" "img/2745500_1269000_2746000_1269500.tiff" 0 1780 490 2320 "graveyard"
"2056" "img/2557500_1176500_2558000_1177000.tiff" 800 3010 1140 3390 "graveyard"
"2057" "img/2557500_1176500_2558000_1177000.tiff" 1620 1420 1760 1540 "graveyard"
"2066" "img/2687500_1169000_2688000_1169500.tiff" 1600 2970 1970 3530 "graveyard"
"2079" "img/2716000_1081500_2716500_1082000.tiff" 2990 4720 3530 5000 "graveyard"
"2080" "img/2571000_1168500_2571500_1169000.tiff" 0 3330 290 3650 "graveyard"
"2085" "img/2611500_1193000_2612000_1193500.tiff" 0 1970 670 2630 "school"
"2095" "img/2609000_1148500_2609500_1149000.tiff" 3140 3640 4190 4490 "graveyard"
"2096" "img/2609000_1148500_2609500_1149000.tiff" 3450 40 3810 300 "graveyard"
"2097" "img/2609000_1148500_2609500_1149000.tiff" 2820 20 2990 100 "graveyard"
"2098" "img/2609000_1148500_2609500_1149000.tiff" 4340 20 4650 90 "graveyard"
"2147" "img/2666000_1257500_2666500_1258000.tiff" 2860 4520 4150 5000 "school"
"2148" "img/2666000_1257500_2666500_1258000.tiff" 3880 4520 4220 4760 "school"
"2149" "img/2666000_1257500_2666500_1258000.tiff" 2020 1820 2820 2610 "school"
"2150" "img/2666000_1257500_2666500_1258000.tiff" 2080 1380 3280 2340 "school"
"2151" "img/2666000_1257500_2666500_1258000.tiff" 2960 640 3790 1540 "school"
"2152" "img/2666000_1257500_2666500_1258000.tiff" 4390 60 4860 440 "school"
"2153" "img/2666000_1257500_2666500_1258000.tiff" 2600 70 3210 470 "school"
"2154" "img/2666000_1257500_2666500_1258000.tiff" 470 50 790 360 "school"
"2155" "img/2666000_1257500_2666500_1258000.tiff" 0 40 410 310 "school"
"2156" "img/2666000_1257500_2666500_1258000.tiff" 0 40 410 310 "school"
"2158" "img/2596500_1199000_2597000_1199500.tiff" 3450 4760 4790 5000 "school"
"2159" "img/2596500_1199000_2597000_1199500.tiff" 3840 4810 4210 5000 "school"
"2160" "img/2596500_1199000_2597000_1199500.tiff" 4730 4800 4960 5000 "school"
"2161" "img/2596500_1199000_2597000_1199500.tiff" 10 3880 160 4110 "school"
"2162" "img/2596500_1199000_2597000_1199500.tiff" 2500 3000 3710 4200 "school"
"2163" "img/2596500_1199000_2597000_1199500.tiff" 0 3730 400 4450 "school"
"2164" "img/2596500_1199000_2597000_1199500.tiff" 3720 2700 4340 3330 "school"
"2165" "img/2596500_1199000_2597000_1199500.tiff" 1810 1830 4170 4410 "school"
"2172" "img/2625000_1263500_2625500_1264000.tiff" 4700 2520 4960 2850 "graveyard"
"2173" "img/2625000_1263500_2625500_1264000.tiff" 1050 3040 1780 3580 "graveyard"
"2174" "img/2625000_1263500_2625500_1264000.tiff" 510 2100 3310 3650 "graveyard"
"2175" "img/2696500_1262000_2697000_1262500.tiff" 0 4330 270 5000 "school"
"2176" "img/2696500_1262000_2697000_1262500.tiff" 4710 3340 4960 4030 "school"
"2177" "img/2696500_1262000_2697000_1262500.tiff" 3610 2720 4070 3150 "school"
"2178" "img/2696500_1262000_2697000_1262500.tiff" 0 2270 830 3690 "school"
"2179" "img/2696500_1262000_2697000_1262500.tiff" 4090 1660 4280 1700 "school"
"2180" "img/2696500_1262000_2697000_1262500.tiff" 3310 540 3690 980 "school"
"2191" "img/2724000_1250500_2724500_1251000.tiff" 0 1850 590 3190 "school"
"2192" "img/2724000_1250500_2724500_1251000.tiff" 0 1840 20 2170 "school"
"2196" "img/2674500_1202500_2675000_1203000.tiff" 2260 470 4640 1670 "school"
"2197" "img/2674500_1202500_2675000_1203000.tiff" 3200 780 3310 890 "school"
"2198" "img/2674500_1202500_2675000_1203000.tiff" 3440 430 3640 580 "school"
"2199" "img/2674500_1202500_2675000_1203000.tiff" 1860 3170 2340 3530 "school"
"2200" "img/2674500_1202500_2675000_1203000.tiff" 1750 2810 2430 3200 "school"
"2201" "img/2674500_1202500_2675000_1203000.tiff" 4380 1320 4910 1990 "school"
"2202" "img/2674500_1202500_2675000_1203000.tiff" 4180 990 4760 1350 "school"
"2206" "img/2620500_1226500_2621000_1227000.tiff" 1920 4750 2810 5000 "school"
"2207" "img/2620500_1226500_2621000_1227000.tiff" 3200 4570 4450 5000 "school"
"2208" "img/2620500_1226500_2621000_1227000.tiff" 2340 4940 2530 5000 "school"
"2209" "img/2620500_1226500_2621000_1227000.tiff" 3820 4950 4040 5000 "school"
"2210" "img/2620500_1226500_2621000_1227000.tiff" 2640 4790 2880 5000 "school"
"2211" "img/2620500_1226500_2621000_1227000.tiff" 2490 4880 2710 5000 "school"
"2212" "img/2620500_1226500_2621000_1227000.tiff" 4180 4490 4880 4990 "school"
"2213" "img/2620500_1226500_2621000_1227000.tiff" 550 40 960 280 "school"
"2234" "img/2691500_1242500_2692000_1243000.tiff" 4210 4240 4890 5000 "school"
"2235" "img/2691500_1242500_2692000_1243000.tiff" 4320 4340 4730 4770 "school"
"2236" "img/2691500_1242500_2692000_1243000.tiff" 4690 4270 4950 4880 "school"
"2237" "img/2582500_1250000_2583000_1250500.tiff" 3040 3380 3510 3800 "graveyard"
"2238" "img/2582500_1250000_2583000_1250500.tiff" 3270 3060 3450 3330 "graveyard"
"2239" "img/2582500_1250000_2583000_1250500.tiff" 3520 3100 3610 3170 "graveyard"
"2255" "img/2570500_1164000_2571000_1164500.tiff" 2720 4890 3080 5000 "graveyard"
"2262" "img/2728000_1256500_2728500_1257000.tiff" 2050 4690 2240 4890 "school"
"2263" "img/2728000_1256500_2728500_1257000.tiff" 4680 3530 4950 3740 "school"
"2264" "img/2728000_1256500_2728500_1257000.tiff" 0 2660 80 3020 "school"
"2269" "img/2665000_1256500_2665500_1257000.tiff" 4610 130 4940 430 "graveyard"
"2270" "img/2665000_1256500_2665500_1257000.tiff" 2510 200 4290 1470 "graveyard"
"2278" "img/2574500_1195000_2575000_1195500.tiff" 3050 2520 3580 3070 "graveyard"
"2283" "img/2505000_1137000_2505500_1137500.tiff" 0 2210 470 2600 "school"
"2284" "img/2505000_1137000_2505500_1137500.tiff" 0 1990 190 2180 "school"
"2285" "img/2505000_1137000_2505500_1137500.tiff" 600 1320 970 1800 "school"
"2287" "img/2546500_1170500_2547000_1171000.tiff" 0 480 190 980 "graveyard"
"2297" "img/2665000_1265000_2665500_1265500.tiff" 4190 4110 4890 5000 "graveyard"
"2301" "img/2715500_1100000_2716000_1100500.tiff" 0 1630 620 2370 "graveyard"
"2302" "img/2580000_1252500_2580500_1253000.tiff" 1710 1460 2320 1860 "graveyard"
"2303" "img/2580000_1252500_2580500_1253000.tiff" 3110 20 3290 100 "graveyard"
"2305" "img/2555500_1201000_2556000_1201500.tiff" 3090 120 4150 880 "school"
"2306" "img/2555500_1201000_2556000_1201500.tiff" 3300 160 3510 430 "school"
"2329" "img/2573000_1249500_2573500_1250000.tiff" 0 3160 1140 4300 "graveyard"
"2331" "img/2644000_1178500_2644500_1179000.tiff" 4830 4340 4970 4760 "graveyard"
"2335" "img/2601500_1192500_2602000_1193000.tiff" 4650 20 4810 100 "school"
"2344" "img/2504500_1141000_2505000_1141500.tiff" 4580 2750 4850 3030 "school"
"2363" "img/2608500_1128500_2609000_1129000.tiff" 0 2960 100 3300 "graveyard"
"2364" "img/2608500_1128500_2609000_1129000.tiff" 1650 940 2340 1910 "graveyard"
"2365" "img/2608500_1128500_2609000_1129000.tiff" 1240 960 1730 1660 "graveyard"
"2369" "img/2716000_1270500_2716500_1271000.tiff" 250 3040 640 3230 "graveyard"
"2396" "img/2607000_1180500_2607500_1181000.tiff" 1250 410 1710 1110 "school"
"2399" "img/2580500_1232000_2581000_1232500.tiff" 0 700 540 1320 "school"
"2403" "img/2607000_1231000_2607500_1231500.tiff" 620 1890 1390 3110 "school"
"2404" "img/2607000_1231000_2607500_1231500.tiff" 1230 810 2190 2170 "school"
"2405" "img/2607000_1231000_2607500_1231500.tiff" 1590 980 2090 1480 "school"
"2406" "img/2607000_1231000_2607500_1231500.tiff" 1870 760 2240 1150 "school"
"2414" "img/2567500_1121500_2568000_1122000.tiff" 1820 2920 3080 4460 "graveyard"
"2415" "img/2567500_1121500_2568000_1122000.tiff" 3910 2480 4270 2760 "graveyard"
"2416" "img/2567500_1121500_2568000_1122000.tiff" 3070 690 3330 1080 "graveyard"
"2417" "img/2567500_1121500_2568000_1122000.tiff" 3810 270 4640 1080 "graveyard"
"2427" "img/2654500_1248000_2655000_1248500.tiff" 1850 4960 1990 5000 "graveyard"
"2428" "img/2654500_1248000_2655000_1248500.tiff" 1920 4810 2030 4930 "graveyard"
"2429" "img/2654500_1248000_2655000_1248500.tiff" 1840 4640 2190 4970 "graveyard"
"2430" "img/2654500_1248000_2655000_1248500.tiff" 4580 4690 4670 4780 "graveyard"
"2431" "img/2654500_1248000_2655000_1248500.tiff" 4710 3470 4810 3590 "graveyard"
"2438" "img/2615500_1128000_2616000_1128500.tiff" 1040 1030 1500 1710 "graveyard"
"2447" "img/2542500_1173000_2543000_1173500.tiff" 1880 30 2200 190 "graveyard"
"2448" "img/2637500_1267000_2638000_1267500.tiff" 0 1380 630 2710 "school"
"2449" "img/2637500_1267000_2638000_1267500.tiff" 4670 1400 4950 2060 "school"
"2473" "img/2563500_1213500_2564000_1214000.tiff" 1280 3270 2530 3910 "graveyard"
"2474" "img/2563500_1213500_2564000_1214000.tiff" 630 2380 1270 2930 "graveyard"
"2503" "img/2586500_1115000_2587000_1115500.tiff" 3370 3930 3870 4230 "graveyard"
"2517" "img/2499500_1138500_2500000_1139000.tiff" 4230 4320 4900 5000 "school"
"2572" "img/2750500_1243000_2751000_1243500.tiff" 1100 4340 2450 5000 "school"
"2573" "img/2750500_1243000_2751000_1243500.tiff" 1750 4410 2090 4830 "school"
"2582" "img/2714000_1114500_2714500_1115000.tiff" 1660 3630 2060 4090 "graveyard"
"2602" "img/2612500_1129500_2613000_1130000.tiff" 4850 4840 4980 5000 "graveyard"
"2603" "img/2622500_1258000_2623000_1258500.tiff" 1390 80 2870 550 "school"
"2605" "img/2752000_1227500_2752500_1228000.tiff" 2270 4660 3050 5000 "graveyard"
"2606" "img/2752000_1227500_2752500_1228000.tiff" 2760 3550 3280 3710 "graveyard"
"2607" "img/2752000_1227500_2752500_1228000.tiff" 3450 3480 3860 3750 "graveyard"
"2608" "img/2752000_1227500_2752500_1228000.tiff" 2680 3050 3270 3630 "graveyard"
"2609" "img/2752000_1227500_2752500_1228000.tiff" 3370 2820 3880 3560 "graveyard"
"2610" "img/2752000_1227500_2752500_1228000.tiff" 2770 2690 3200 2910 "graveyard"
"2643" "img/2727500_1240000_2728000_1240500.tiff" 2130 3820 2760 4070 "school"
"2654" "img/2644500_1178500_2645000_1179000.tiff" 0 4280 830 5000 "graveyard"
"2655" "img/2644500_1178500_2645000_1179000.tiff" 2740 3890 3060 4310 "graveyard"
"2665" "img/2663000_1148500_2663500_1149000.tiff" 4550 2600 4940 2780 "graveyard"
"2666" "img/2663000_1148500_2663500_1149000.tiff" 4850 1760 4980 2170 "graveyard"
"2678" "img/2688500_1234500_2689000_1235000.tiff" 260 4820 880 5000 "school"
"2679" "img/2688500_1234500_2689000_1235000.tiff" 2150 4540 2510 4770 "school"
"2680" "img/2688500_1252500_2689000_1253000.tiff" 3130 2330 3940 2950 "school"
"2681" "img/2688500_1252500_2689000_1253000.tiff" 1800 1090 3300 2680 "school"
"2682" "img/2688500_1252500_2689000_1253000.tiff" 2590 1540 2890 1700 "school"
"2683" "img/2688500_1252500_2689000_1253000.tiff" 2460 1170 3330 1840 "school"
"2684" "img/2688500_1252500_2689000_1253000.tiff" 2230 1150 2390 1360 "school"
"2685" "img/2688500_1252500_2689000_1253000.tiff" 2300 1050 2670 1500 "school"
"2686" "img/2688500_1252500_2689000_1253000.tiff" 0 100 740 760 "school"
"2693" "img/2635000_1244500_2635500_1245000.tiff" 0 4440 40 4620 "school"
